STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7773163,18,F,BGD 1,Y,N,Undeclared,N,18,930,870,200708,COMM 1110,C,ENGL 1101,C,,,,,,,,,200802,HIST 2111,D,ENGL 1102,C,MUSC 1100,C,SPAN 1001,B,,,,,On Campus,1,90,3,SCHOOL 33,2,High School,2,High School,B,Bachelors,14,10,12,12,0.0,1245480.0,2373900.0,1326880.0
7919905,18,F,BGD 3,Y,N,General Business,Accounting,16,,790,200808,COMM 1110,C,ENGL 1101,C,,,,,,,,,200902,MATH 1111,D,ENGL 1102,C,HIST 2111,C,ITDS 2735,B,,,,,Off Campus,1,0,2.93,SCHOOL 13,4,Other/Unknown,4,Other/Unknown,B,Bachelors,14,10,12,9,0.0,0.0,0.0,0.0
7773230,18,F,BGD 3,Y,N,Exercise Science,N,17,910,830,201008,COMM 1110,C,SPAN 1001,C,ENGL 1101,B,,,,,,,201102,MATH 1111,D,CHEM 1151,C,ENGL 1102,C,CHEM 1151L,B,HIST 1111,B,MUSC 1100,A,On Campus,1,69,2.85,SCHOOL 9,2,High School,3,College/Beyond,B,Bachelors,14,10,16,16,0.0,0.0,0.0,0.0
7946376,18,F,BGD 1,Y,N,Pre1Nursing,N,,460,,200908,CPSC 1105,C,MATH 1101,C,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,ITDS 2748,A,201002,HIST 2112,D,SOCI 1101,C,ENGL 1102,B,,,,,,,Off Campus,0,0,3.13,SCHOOL 10,2,High School,2,High School,B,Bachelors,14,14,16,13,1409460.0,1409460.0,0.0,461760.0
7975861,18,M,BGD 4,Y,N,Applied Computer Science,N,25,1080,1150,200808,CPSC 1301,C,CPSC 1301L,C,HIST 2111,C,ENGL 1101,A,,,,,200902,COMM 1110,D,ARTH 1100,C,MATH 1111,C,ENGL 1102,B,,,,,Off Campus,1,0,3,SCHOOL 130,2,High School,2,High School,B,Bachelors,15,11,16,13,497220.0,1264860.0,767640.0,119640.0
7917793,19,F,BGD 1,Y,N,Exercise Science,N,,1000,990,201008,ECON 2105,C,HIST 2111,C,,,,,,,,,201102,POLS 1101,D,MUSC 1100,C,ENGL 1101,B,MATH 1111,B,,,,,Off Campus,0,90,2.9,SCHOOL 511,2,High School,3,College/Beyond,B,Bachelors,13,9,14,14,0.0,0.0,219480.0,0.0
8036044,17,M,BGD 1,Y,N,Management,N,18,,870,200608,ECON 2106,C,ENGL 1101,C,,,,,,,,,200702,POLS 1101,D,ENGL 1102,C,THEA 1100,C,ITDS 2735,A,,,,,On Campus,1,138,2.67,SCHOOL 99,3,College/Beyond,2,High School,B,Bachelors,13,9,12,12,285360.0,1176420.0,891060.0,113800.0
7902748,19,F,BGD 2,Y,N,English Language/Literature,Professional Writing,,930,910,201008,ECON 2106,C,HIST 2111,C,BIOL 1125,B,ENGL 1101,B,MUSC 1100,B,,,201102,POLS 1101,D,FREN 1001,C,BIOL 1215K,B,ENGL 1102,B,,,,,Off Campus,1,69,2.87,SCHOOL 34,3,College/Beyond,2,High School,B,Bachelors,15,15,15,12,0.0,0.0,0.0,0.0
7908932,18,F,BGD 2,Y,N,Early Childhood Education,N,,870,870,200508,ENGL 1101,C,MUSC 1100,C,COMM 1110,B,ITDS 2735,B,MATH 1101,A,,,200602,POLS 1101,D,ENGL 1102,C,HIST 2112,C,,,,,,,Off Campus,0,0,3.33,SCHOOL 17,2,High School,3,College/Beyond,B,Bachelors,15,15,12,12,1151640.0,1151640.0,0.0,554460.0
7856642,18,M,BGD 3,Y,N,Communication,N,,950,950,200608,ENGL 1101,C,HIST 2111,C,POLS 1101,C,,,,,,,200702,ECON 2105,D,ENGL 1102,C,COMM 1110,B,SPAN 1001,B,,,,,Off Campus,1,0,3.56,SCHOOL 34,3,College/Beyond,3,College/Beyond,B,Bachelors,14,8,16,9,650640.0,1171380.0,520740.0,351480.0
7904620,18,F,BGD 3,Y,N,Psychology,N,,910,910,200608,ENGL 1101,C,HIST 2111,C,POLS 1101,C,,,,,,,200702,PSYC 1101,D,HIST 2112,C,THEA 1100,C,ENGL 1102,B,MATH 1101,B,SPAN 1001,A,On Campus,1,150,2.5,SCHOOL 67,2,High School,2,High School,B,Bachelors,13,13,18,15,973320.0,1176420.0,203100.0,664320.0
8007991,18,F,BGD 2,Y,N,Undeclared,N,,,,200808,ENGL 1101,C,HIST 2111,C,POLS 1101,B,,,,,,,200902,MATH 1101,D,PSYC 1101,C,ENGL 1102,B,FREN 1001,B,ITDS 2735,A,,,Off Campus,1,0,3.12,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,19,16,203400.0,457560.0,254160.0,0.0
7933713,18,M,BGD 1,Y,N,Chemistry,N,,990,990,200808,ENGL 1101,C,MATH 1111,C,CHEM 1211,B,CHEM 1211L,B,HIST 2111,A,,,200902,MATH 1113,D,ENGL 1102,C,,,,,,,,,Off Campus,1,69,3.06,SCHOOL 87,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,14,11,0.0,0.0,0.0,0.0
7990711,18,F,BGD 1,N,N,Pre1Business,N,18,490,870,200908,ENGL 1101,C,HIST 2111,C,SOCI 1101,C,,,,,,,201002,HIST 1112I,D,ENGL 1102,C,COMM 1110,B,,,,,,,On Campus,1,190,2.5,SCHOOL 66,3,College/Beyond,3,College/Beyond,B,Bachelors,17,13,15,14,0.0,0.0,0.0,0.0
7781447,18,M,BGD 1,Y,N,History and Secondary Ed,N,,1040,1030,200908,GEOG 1101I,C,FREN 1001,C,ENVS 1105I,B,HIST 1112I,B,,,,,201002,ECON 2105,D,BIOL 1215K,C,HIST 2111,B,HIST 2112,A,,,,,Off Campus,1,69,2.92,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,12,12,14,14,1324500.0,1324500.0,0.0,95580.0
8010602,17,F,BGD 3,Y,N,Middle Grades Education,N,20,,950,201008,HIST 1111,C,SOCI 1101,C,COMM 1110,B,ENGL 1101,B,ITDS 2735,A,ITDS 2749,A,201102,ENVS 1105,D,HIST 2112,C,POLS 1101,C,ENGL 1102,B,,,,,On Campus,1,138,2.74,SCHOOL 267,3,College/Beyond,2,High School,B,Bachelors,14,14,16,12,0.0,0.0,0.0,0.0
7911816,18,M,BGD 1,Y,N,Exercise Science,N,18,,870,200908,HIST 1112,C,POLS 1101,C,ENGL 1101,B,,,,,,,201002,PSYC 1101,D,THEA 1100,C,ENGL 1102,B,,,,,,,Off Campus,0,0,3.56,SCHOOL 1,2,High School,,No Information,B,Bachelors,15,14,16,15,1409460.0,1409460.0,0.0,495420.0
7818957,18,M,BGD 1,Y,N,Pre1Business,N,,1170,1190,200908,HIST 1112,C,MATH 1111,C,HIST 2112,B,,,,,,,201002,MATH 1125,D,BIOL 1215K,C,POLS 1101,C,ENGL 1102,A,,,,,Off Campus,1,69,3.73,SCHOOL 130,,No Information,,No Information,B,Bachelors,13,13,13,13,0.0,451620.0,0.0,1417420.0
7902713,18,M,BGD 3,Y,N,General Business,N,,750,740,200808,MATH 1111,C,POLS 1101,C,,,,,,,,,200902,STAT 1127,D,HIST 2111,C,ENGL 1101,B,PHYS 1125,B,,,,,On Campus,1,59,3.57,SCHOOL 43,2,High School,2,High School,B,Bachelors,13,13,12,12,0.0,0.0,0.0,0.0
7966385,18,M,BGD 3,N,N,Psychology,N,,810,790,200808,MUSC 1100,C,PSYC 1101,C,COMM 1110,A,,,,,,,200902,MATH 1111,D,SPAN 1001,C,ECON 2105,B,ENGL 1101,B,,,,,Off Campus,1,0,2.75,SCHOOL 34,,No Information,3,College/Beyond,B,Bachelors,13,9,12,12,742800.0,1306020.0,563220.0,532800.0
7860810,18,M,BGD 3,Y,N,Music Performance,N,,,,200908,PHYS 1125,C,PHYS 1325,C,MATH 1111,B,,,,,,,201002,HIST 1112I,D,MUSC 1100,C,,,,,,,,,On Campus,1,90,2.62,SCHOOL 28,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,12,722520.0,1418100.0,695580.0,242400.0
7759567,18,M,BGD 3,Y,N,Art,Foundations of Business,,980,990,200808,ARTH 1100,D,ECON 2106,C,ENGL 1101,B,,,,,,,200902,GEOL 1110,D,MATH 1111,C,,,,,,,,,Off Campus,1,0,2.86,SCHOOL 130,2,High School,2,High School,B,Bachelors,13,9,9,9,819720.0,1355760.0,536040.0,609720.0
7832010,18,F,BGD 3,Y,N,Pre1Nursing,N,,,,201008,CHEM 1151,D,SOCI 1101,C,CHEM 1151L,B,ENGL 1101,B,,,,,201102,MATH 1101,D,CHEM 1151,C,ENGL 1102,C,CPSC 1105,B,ITDS 2735,B,,,On Campus,1,91,2.6,SCHOOL 170,2,High School,2,High School,B,Bachelors,14,7,15,12,0.0,0.0,0.0,0.0
7846997,19,F,BGD 1,Y,N,English Language/Literature,N,,1190,1190,200808,COMM 1110,D,ASTR 1105,C,HIST 2111,C,ENGL 1101,A,,,,,200902,MATH 1111,D,ITDS 2727,C,ENGL 1102,B,ITDS 2726,A,,,,,On Campus,1,150,2.93,SCHOOL 418,2,High School,,No Information,B,Bachelors,15,15,15,14,934560.0,945840.0,11280.0,295980.0
7834636,17,M,BGD 1,Y,N,Biology,N,,1020,1030,200908,COMM 1110I,D,ENGL 1101I,C,,,,,,,,,201002,MATH 1111,D,CHEM 1211,C,CHEM 1211L,C,ECON 2105,C,,,,,On Campus,1,138,2.53,SCHOOL 141,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,13,13,0.0,1025700.0,2793360.0,0.0
7911643,18,M,BGD 2,N,N,Computer Science 1 Games,N,22,550,1030,200708,CPSC 1301,D,CPSC 1301L,C,ARTH 1100,B,JAPN 1001,A,,,,,200802,MATH 1111,D,CPSC 1301,C,CPSC 1301L,C,ENGL 1101,C,ENGL 2136,B,HIST 2111,B,Off Campus,1,0,2.81,SCHOOL 13,3,College/Beyond,2,High School,B,Bachelors,17,9,19,16,0.0,0.0,0.0,0.0
7836543,18,F,BGD 1,Y,N,Undeclared,N,,,,200908,ECON 2105,D,HIST 2112,C,ENGL 1101,A,,,,,,,201002,GEOG 1101I,D,ENGL 1102,C,SPAN 1001,B,MUSC 1100,A,,,,,Off Campus,0,69,3,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,12,0.0,1324500.0,1667520.0,1417420.0
7877255,18,F,BGD 6,Y,N,Marketing,N,,940,950,200508,ENGL 1101,D,POLS 1101,C,ARTH 1100,B,,,,,,,200602,ENGL 1101,D,HIST 2112,C,MATH 1111,C,,,,,,,On Campus,1,150,2.2,SCHOOL 100,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,18,15,0.0,224640.0,0.0,1360000.0
7981353,18,F,BGD 1,N,N,Early Childhood Education,N,20,,950,200708,ENGL 1101,D,MATH 1101,C,ARTH 1100,B,,,,,,,200802,HIST 2111,D,POLS 1101,C,,,,,,,,,Off Campus,0,69,3.14,SCHOOL 7,2,High School,2,High School,B,Bachelors,15,15,12,9,861060.0,861060.0,0.0,434040.0
7905674,18,M,BGD 3,Y,N,Pre1Nursing,N,20,,950,200908,ENGL 1101,D,CHEM 1151,C,MATH 1101,B,CPSC 1105,A,CHEM 1151L,A,ITDS 2749,A,201002,ENGL 1102,D,ARTH 1100,C,COMM 1110,C,HIST 2111,C,,,,,Off Campus,1,0,2.4,SCHOOL 7,,No Information,3,College/Beyond,B,Bachelors,14,8,16,10,1418100.0,1418100.0,0.0,606600.0
7784939,18,F,BGD 1,Y,N,Undeclared,N,17,870,830,201008,ENVS 1105,D,HIST 2111,C,MATH 1101,C,ENGL 1101,B,,,,,201102,ARTH 1100,D,HIST 2112,C,SOCI 1101,C,ENGL 1102,B,,,,,Off Campus,0,69,2.7,SCHOOL 148,2,High School,3,College/Beyond,B,Bachelors,12,12,12,12,0.0,0.0,0.0,0.0
7994486,18,F,BGD 1,Y,N,Exercise Science,N,,,,201008,HIST 1112I,D,BIOL 1125,C,COMM 1110,A,,,,,,,201102,MATH 1111,D,SPAN 1002,C,ITDS 2727,B,ITDS 2735,B,MUSC 1100,A,,,On Campus,1,69,3.14,SCHOOL 24,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,13,13,0.0,0.0,0.0,0.0
8027778,18,M,BGD 1,Y,N,Biology,N,,890,870,200508,HIST 2111,D,ENGL 1101,C,POLS 1101,C,,,,,,,200602,ARTH 1100,D,ENGL 1102,C,,,,,,,,,Off Campus,1,69,2.8,SCHOOL 10,,No Information,,No Information,B,Bachelors,16,13,13,9,0.0,0.0,0.0,0.0
7893056,18,F,BGD 1,Y,N,Pre1Business,N,,1000,990,200908,HIST 2112,D,MATH 1111,C,SPAN 1002,B,ENGL 1101,A,,,,,201002,MATH 1113,D,POLS 1101,C,ARTH 1100,B,ENGL 1102,B,,,,,On Campus,1,0,3.92,SCHOOL 399,2,High School,3,College/Beyond,B,Bachelors,15,15,13,10,1418100.0,1418100.0,0.0,0.0
7902868,18,M,BGD 3,Y,N,Undeclared,N,,870,870,201008,HIST 2112,D,POLS 1101,C,PSYC 1101,B,,,,,,,201102,ARTH 1100,D,ENGL 1101,C,MATH 1111,C,SPAN 1001,B,,,,,Off Campus,1,69,3.5,SCHOOL 27,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,13,13,0.0,0.0,0.0,0.0
7974327,18,F,BGD 1,N,N,Pre1Nursing,Exercise Science,22,1040,1030,201008,HIST 2112,D,ENGL 1101,C,MATH 1101,B,,,,,,,201102,POLS 1101,D,ECON 2106,C,ENGL 1102,C,PSYC 1101,B,ITDS 2735,A,,,On Campus,0,275,2.77,SCHOOL 530,3,College/Beyond,2,High School,B,Bachelors,12,12,14,14,0.0,0.0,0.0,0.0
7844645,17,F,BGD 3,Y,N,Exercise Science,N,20,940,950,200508,MATH 1101,D,CPSC 1301,C,ENGL 1101,C,ITDS 2726,B,ITDS 2735,B,,,200602,ITDS 1156,D,HIST 2112,C,THEA 1100,B,,,,,,,On Campus,1,150,2.41,SCHOOL 161,,No Information,4,Other/Unknown,B,Bachelors,14,13,15,11,0.0,0.0,0.0,0.0
7965936,18,F,BGD 1,Y,N,Psychology,N,,1020,1030,200508,MATH 1111,D,ARTH 1100,C,ENGL 1101,A,,,,,,,200602,PSYC 1101,D,HIST 2111,C,ENGL 1102,B,COMM 1110,A,,,,,Off Campus,1,69,3.38,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,14,14,0.0,1151640.0,2197560.0,1288180.0
7875043,18,F,BGD 3,Y,N,Sociology,N,,,,200508,MATH 1111,D,PSYC 1101,C,ARTH 1100,B,HIST 2112,B,ITDS 2735,B,,,200602,ENGL 1101,D,HIST 1112,C,,,,,,,,,Off Campus,1,0,2.57,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,15,13,16,8,899640.0,1144200.0,244560.0,611460.0
7831689,18,F,BGD 1,Y,N,Management,N,16,970,790,200508,MATH 1111,D,POLS 1101,C,PSYC 1101,B,ITDS 2735,A,,,,,200602,MUSC 1100,D,ENGL 1101,C,ENVS 1105,C,COMM 1110,B,,,,,On Campus,1,150,2.53,SCHOOL 23,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,9,0.0,831720.0,1424340.0,0.0
7861385,18,M,BGD 3,Y,N,Undeclared,N,,,,200808,MATH 1111,D,COMM 1110,C,POLS 1101,C,ENGL 1101,B,PSYC 1101,B,,,200902,HIST 2112,D,ANTH 1105,C,ENGL 1102,B,ITDS 2735,A,,,,,Off Campus,1,69,3.33,SCHOOL 130,2,High School,3,College/Beyond,B,Bachelors,15,12,11,11,854580.0,1346640.0,492060.0,483000.0
7984799,18,M,BGD 1,Y,N,Pre1Engineering/RETP,N,,,,200908,MUSC 1100,D,CHEM 1211,C,CHEM 1211L,B,HIST 1111,B,,,,,201002,CPSC 1301L,D,CPSC 1301,C,BIOL 1215K,C,ECON 2106,C,ENGL 1101,B,,,Off Campus,0,69,3.688,SCHOOL 11,4,Other/Unknown,2,High School,B,Bachelors,13,13,14,14,478380.0,1316580.0,838200.0,60960.0
7854852,19,M,BGD 1,Y,N,Applied Computer Science,N,20,,950,200508,POLS 1101,D,ENGL 1101,C,COMM 1110,B,CPSC 1301,A,,,,,200602,ENGL 1102,D,ITDS 1146,C,,,,,,,,,On Campus,0,138,2.93,SCHOOL 93,2,High School,4,Other/Unknown,B,Bachelors,15,12,15,15,882060.0,1146420.0,264360.0,436380.0
7937116,18,M,BGD 3,Y,N,Political Science,N,,,,200608,PSYC 1101,D,ENGL 1101,C,POLS 1101,C,HIST 2112,B,MATH 1101,B,,,200702,COMM 1110,D,MUSC 1100,C,ENVS 1105,B,SPAN 1001,B,,,,,On Campus,1,90,2.38,SCHOOL 46,,No Information,2,High School,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
7893696,18,F,BGD 3,Y,N,Chemistry,N,17,800,830,201008,PSYC 1101,D,ENGL 1101,C,HIST 2111,B,LEAD 1705,A,,,,,201102,POLS 1101,D,ENGL 1102,C,MATH 1111,C,COMM 1110,A,,,,,On Campus,1,150,3.2,SCHOOL 78,4,Other/Unknown,3,College/Beyond,B,Bachelors,15,8,15,12,0.0,0.0,0.0,0.0
7782870,18,F,BGD 1,Y,N,Early Childhood Education,N,,980,990,201008,PSYC 1101,D,ITDS 2735,C,ITDS 2749,B,POLS 1101,B,COMM 1110,A,,,201102,MATH 1111,D,GEOL 1121,C,HIST 1112I,C,HIST 2112,B,MUSC 1100,B,,,Off Campus,1,150,2.97,SCHOOL 67,2,High School,2,High School,B,Bachelors,14,14,18,15,0.0,0.0,0.0,0.0
7917715,18,M,BGD 1,Y,N,Health and Physical Education,N,24,950,1110,200908,SOCI 1101,D,COMM 1110,C,ENGL 1101,B,ITDS 2735,B,ITDS 2749,B,,,201002,BIOL 1125,D,ENGL 1102,C,GEOL 1110,C,HIST 2111,B,,,,,On Campus,0,150,2.8,SCHOOL 67,4,Other/Unknown,,No Information,B,Bachelors,15,11,16,12,0.0,0.0,0.0,0.0
7854373,18,F,BGD 1,Y,N,Pre1Nursing,N,19,830,910,200808,CHEM 1151,F,ENGL 1101,C,CHEM 1151L,B,,,,,,,200902,HIST 2111,D,CPSC 1105,C,COMM 1110,C,ENGL 1102,C,ITDS 2749,A,,,Off Campus,1,69,3.28,SCHOOL 3,2,High School,3,College/Beyond,B,Bachelors,16,9,13,13,0.0,0.0,0.0,0.0
7881301,17,F,BGD 3,Y,N,Chemistry,N,,,,200608,CHEM 1211,F,COMM 1110,C,MATH 1113,C,CHEM 1211L,B,ENGL 1101,B,,,200702,HIST 2112,D,ENGL 1102,C,THEA 1100,C,,,,,,,On Campus,1,138,2.79,SCHOOL 44,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,16,10,0.0,0.0,0.0,0.0
7894490,17,M,BGD 1,Y,N,Biology,N,18,970,870,200908,CHEM 1211,F,CHEM 1211L,C,ITDS 2749,A,,,,,,,201002,HIST 2111,D,BIOL 1215K,C,MATH 1111,C,ENGL 1101,B,,,,,Off Campus,0,69,3.16,SCHOOL 9,2,High School,3,College/Beyond,B,Bachelors,15,8,14,14,1308480.0,1409460.0,100980.0,429060.0
7933152,18,M,BGD 3,Y,N,Mathematics and Secondary Ed,N,17,,830,200608,COMM 1110,F,ENGL 1101,C,HIST 2111,C,,,,,,,200702,ECON 2106,D,SPAN 1001,C,POLS 1101,C,,,,,,,Off Campus,1,69,2.82,SCHOOL 260,1,Middle School/Junior High,1,Middle School/Junior High,B,Bachelors,12,6,16,9,1136220.0,1176420.0,40200.0,418560.0
7973189,18,F,BGD 3,Y,N,Biology,Foundations of Business,19,960,910,201008,COMM 1110,F,HIST 2111,C,ENGL 1101,B,,,,,,,201102,ENGL 1102,D,HIST 1112I,C,MATH 1111,C,BIOL 1215K,B,,,,,On Campus,1,69,3.7,SCHOOL 87,4,Other/Unknown,3,College/Beyond,B,Bachelors,15,8,14,14,0.0,0.0,0.0,0.0
7860311,18,F,BGD 1,Y,N,Biology,N,,1070,1070,200808,HIST 2111,F,ENGL 1102,C,,,,,,,,,200902,ARTH 1100,D,HIST 1111,C,COMM 1110,A,,,,,,,Off Campus,1,69,3.25,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,17,7,16,13,0.0,976320.0,4657140.0,0.0
7809525,17,F,BGD 1,Y,N,Early Childhood Education,N,21,950,990,200808,HIST 2112,F,CPSC 1105,C,ENGL 1101,C,MATH 1111,C,LEAD 1705,B,,,200902,PSYC 1101,D,COMM 1110,C,,,,,,,,,Off Campus,1,69,2.88,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,16,13,9,6,261600.0,1264860.0,1003260.0,249000.0
7998117,18,F,BGD 3,Y,N,Biology,N,19,,910,201008,HIST 2112,F,BIOL 1215K,C,ECON 2105,C,,,,,,,201102,MATH 1111,D,ENGL 1101,C,HIST 2111,B,PSYC 1101,B,POLS 1101,B,,,On Campus,1,90,2.7,SCHOOL 137,2,High School,2,High School,B,Bachelors,14,4,15,12,0.0,0.0,0.0,0.0
7853395,18,M,BGD 3,Y,N,Pre1Business,N,,880,870,201008,HIST 2112,F,COMM 1110,C,ECON 2105,C,ENGL 1101,B,,,,,201102,POLS 1101,D,PSYC 1101,C,ENGL 1102,B,,,,,,,On Campus,1,150,3.14,SCHOOL 36,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,13,9,0.0,0.0,2125860.0,0.0
7897554,18,F,BGD 3,Y,N,Biology,N,,890,870,200508,MATH 1111,F,ENGL 1101,C,HIST 2111,C,ARTH 1100,B,,,,,200602,POLS 1101,D,ENGL 1102,C,ITDS 2726,A,,,,,,,On Campus,1,59,3.07,SCHOOL 43,2,High School,3,College/Beyond,B,Bachelors,12,6,12,9,0.0,0.0,0.0,0.0
7876536,18,F,BGD 1,Y,N,Undeclared,N,,,,200908,MATH 1111,F,HIST 2111,C,COMM 1110,B,,,,,,,201002,SOCI 1101,D,BIOL 1215K,C,ENGL 1101,C,MUSC 1100,B,,,,,Off Campus,1,69,2.5,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,14,11,430380.0,955500.0,525120.0,220380.0
7800265,18,F,BGD 3,Y,N,Chemistry,N,,1030,1030,200908,MUSC 1100,F,CHEM 1211,C,MATH 1113,C,CHEM 1211L,B,HIST 1111,B,,,201002,ENGL 1101,D,COMM 1110,C,ITDS 2735,B,,,,,,,Off Campus,0,0,3.42,SCHOOL 1,2,High School,2,High School,B,Bachelors,16,13,14,14,301080.0,301080.0,0.0,110500.0
7832489,18,F,BGD 3,Y,N,Health Science,N,17,870,830,200908,POLS 1101,F,BIOL 1215K,C,PSYC 1101,C,ENGL 1101,A,,,,,201002,HIST 1112,D,POLS 1101,C,COMM 1110,A,ENGL 1102,A,ITDS 1145,A,,,On Campus,1,150,3.62,SCHOOL 36,3,College/Beyond,3,College/Beyond,B,Bachelors,15,12,19,15,1418100.0,1418100.0,0.0,92760.0
7876160,19,M,BGD 3,Y,N,Psychology,N,,970,950,200908,POLS 1101,F,ENGL 1101,C,ARTH 1100,B,,,,,,,201002,ECON 2105,D,COMM 1110,C,PSYC 1101,C,ENGL 1102,B,,,,,On Campus,0,150,2.84,SCHOOL 444,2,High School,3,College/Beyond,B,Bachelors,12,9,,,1306020.0,1306020.0,0.0,954060.0
7818405,18,M,BGD 1,Y,N,Communication,N,,880,870,200608,COMM 1110,INCOMPL,ENGL 1101,C,PSYC 1101,B,POLS 1101,B,,,,,200702,MUSC 1100,D,HIST 2111,C,,,,,,,,,Off Campus,0,69,2.63,SCHOOL 10,2,High School,2,High School,B,Bachelors,13,13,7,7,965040.0,1187280.0,222240.0,726540.0
7990067,18,F,BGD 1,Y,N,Undeclared,N,,,,200608,ANTH 1105,NOT REP,ENGL 1101,C,HIST 2112,C,POLS 1101,C,ITDS 2735,A,,,200702,MATH 1111,D,THEA 1100,C,COMM 1110,B,ENGL 1102,B,,,,,On Campus,1,138,3.2,SCHOOL 109,3,College/Beyond,2,High School,B,Bachelors,14,14,14,14,461400.0,1176420.0,715020.0,162240.0
7759370,18,M,BGD 4,Y,N,Spanish,N,,520,530,200908,ARTH 1100,D,MATH 1111,D,ENGL 1101,B,SPAN 1002,A,,,,,201002,HIST 2111,D,ENGL 1102,C,ITDS 2726,A,SOCI 1101,A,,,,,On Campus,1,0,3.14,SCHOOL 374,2,High School,3,College/Beyond,B,Bachelors,15,15,16,16,0.0,0.0,0.0,0.0
7759926,18,F,BGD 3,Y,N,Pre1Nursing,Music,,970,950,201008,BIOL 1215K,D,HIST 2112,D,SPAN 1002,A,,,,,,,201102,MUSC 1100,D,CHEM 1151,C,MATH 1111,C,CHEM 1151L,B,SOCI 1101,B,,,On Campus,0,235,3.2,SCHOOL 20,2,High School,2,High School,B,Bachelors,16,10,15,15,0.0,0.0,0.0,0.0
8003220,18,M,BGD 3,Y,N,Biology,N,,,,200708,CHEM 1151,D,HIST 2111,D,CHEM 1151L,C,ENGL 1101,C,MATH 1111,C,,,200802,MATH 1113,D,CPSC 1301,C,ENGL 1102,C,CPSC 1301L,B,MUSC 1100,B,,,On Campus,1,59,2.81,SCHOOL 317,2,High School,3,College/Beyond,B,Bachelors,14,11,13,10,625020.0,902760.0,277740.0,415020.0
7788898,18,F,BGD 3,Y,N,Pre1Nursing,N,19,940,910,201008,CHEM 1151,D,POLS 1101,D,PSYC 1101,C,CHEM 1151L,A,,,,,201102,ITDS 1145,D,MATH 1101,C,ENGL 1101,B,ITDS 2735,B,,,,,On Campus,0,90,2.7,SCHOOL 33,2,High School,3,College/Beyond,B,Bachelors,16,12,13,13,0.0,0.0,0.0,0.0
7963880,18,F,BGD 3,Y,N,Health Science,N,,,,200908,CHEM 1211,D,ENGL 1101,D,CHEM 1211L,B,ITDS 2749,A,,,,,201002,ECON 2106,D,BIOL 1215K,C,COMM 1110,C,HIST 2111,C,ITDS 1145,C,,,On Campus,1,138,2.5,SCHOOL 61,2,High School,2,High School,B,Bachelors,14,8,16,16,1064160.0,1418100.0,353940.0,521565.0
